Schedules,S.No.,Chapter/Heading/Sub-heading/Tariffitem,DescriptionofGoods,CGST(%),SGST/UTGST(%),IGST(%),CompensationCess
III,63,3407,"Modelling pastes, including those put up for children's amusement; Preparations known as “dental wax” or as “dental impression compounds”, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster (of calcined gypsum or calcium sulphate)",9.0,9.0,18.0,
III,64,3501,"Casein, caseinates and other casein derivatives; casein glues",9.0,9.0,18.0,
III,65,3502,"Albumins (including concentrates of two or more whey proteins, containing by weight more than 80% whey proteins, calculated on the dry matter), albuminates and other albumin derivatives",9.0,9.0,18.0,
III,66,3503,"Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501",9.0,9.0,18.0,
III,67,3504,"Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed; including Isolated soya protein",9.0,9.0,18.0,
III,68,3505,"Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches",9.0,9.0,18.0,
III,69,3506,"Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg",9.0,9.0,18.0,
III,70,3507,"Enzymes, prepared enzymes",9.0,9.0,18.0,
III,71,3601,Propellant powders,9.0,9.0,18.0,
III,71A,3602,"Prepared explosives, other than propellant powders; such as Industrial explosives”;",9.0,9.0,18.0,
III,72,3603,Safety Fuses; Detonating Cords; Percussion or Detonating Caps; Igniters; Electric Detonators,9.0,9.0,18.0,
III,72A,3604,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles",9.0,9.0,18.0,
III,73,,[Omitted],,,,
III,73A,3606,Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in Note 2 to this Chapter; such as liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette or similar lighters,9.0,9.0,18.0,
III,74,3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs; such as Instant print film, Cinematographic film (other than for x-ray for Medical use)",9.0,9.0,18.0,
III,75,3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed",9.0,9.0,18.0,
III,76,3703,"Photographic paper, paperboard and textiles, sensitised, unexposed",9.0,9.0,18.0,
III,77,3704,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",9.0,9.0,18.0,
III,78,3706,"Photographic plates and films, exposed and developed, whether or not incorporating sound track or consisting only of sound track, for feature films",9.0,9.0,18.0,
III,79,3707,"Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use",9.0,9.0,18.0,
III,80,3801,"Artificial graphite; colloidal or semi- colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi- manufactures",9.0,9.0,18.0,
III,81,3802,"Activated carbon; activated natural mineral products; animal black, including spent animal black",9.0,9.0,18.0,
III,82,3803 00 00,"Tall oil, whether or not refined",9.0,9.0,18.0,
III,83,3804,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates",9.0,9.0,18.0,
III,84,3805,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent",9.0,9.0,18.0,
III,85,3806,"Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums",9.0,9.0,18.0,
III,86,3807,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch",9.0,9.0,18.0,
III,87,3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products [other than bio-pesticides mentioned against S. No. 78A of schedule -II",9.0,9.0,18.0,
III,88,3809,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included",9.0,9.0,18.0,
III,89,3810,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods",9.0,9.0,18.0,
III,89A,3811,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils”",9.0,9.0,18.0,
III,90,3812,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti- oxidising preparations and other compound stabilisers for rubber or plastics.; such as Vulcanizing agents for rubber",9.0,9.0,18.0,
III,90A,3813,Preparations and charges for fire- extinguishers; charged fire extinguishing grenades,9.0,9.0,18.0,
III,90B,3814,"Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers",9.0,9.0,18.0,
III,91,3815,"Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included",9.0,9.0,18.0,
III,92,3816,"Refractory cements, mortars, concretes and similar compositions, other than products of heading 3801",9.0,9.0,18.0,
III,93,3817,"Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902",9.0,9.0,18.0,
III,94,3818,"Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics [other than silicon wafers]",9.0,9.0,18.0,
III,94A,3819,"Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",9.0,9.0,18.0,
III,94B,3820,Anti-freezing preparations and prepared de-icing fluids,9.0,9.0,18.0,
III,95,3821,"Prepared culture media for the development or maintenance of micro- organisms (including viruses and the like) or of plant, human or animal cells",9.0,9.0,18.0,
III,96,3823,"Industrial monocarboxylic fatty acids, acid oils from refining; industrial fatty alcohols",9.0,9.0,18.0,
III,97,3824,"Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included",9.0,9.0,18.0,
III,98,3825,Residual products of the chemical or allied industries not elsewhere specified or included; [except municipal waste; sewage sludge; other wastes specified in Note 6 to this Chapter.],9.0,9.0,18.0,
III,98A,3827,"Mixtures containing halogenated derivatives of Methane, Ethane or Propane, not elsewhere specified or included",9.0,9.0,18.0,
III,99,,[Omitted],,,,
III,100,3901 to 3913,"All goods i.e. polymers; Polyacetals, other polyethers, epoxide resins, polycarbonates, alkyd resins, polyallyl esters, other polyesters; polyamides; Amino-resins, phenolic resins and polyurethanes; silicones; Petroleum resins, coumarone- indene resins, polyterpenes, polysulphides, polysulphones and other products specified in Note 3 to this Chapter, not elsewhere specified or included; Cellulose and its chemical derivatives, not elsewhere specified or included; Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included; in primary forms",9.0,9.0,18.0,
III,101,3914,"Ion exchangers based on polymers of headings 3901 to 3913, in primary forms",9.0,9.0,18.0,
III,101A,3915,"Waste, Parings and Scrap, of Plastics",9.0,9.0,18.0,
III,102,,[Omitted],,,,
III,103,3916,"Monofilament of which any cross- sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics",9.0,9.0,18.0,
III,104,3917,"Tubes, pipes and hoses, and fittings therefor, of plastics",9.0,9.0,18.0,
III,104A,3918,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in form of tiles; wall or ceiling coverings of plastics",9.0,9.0,18.0,
III,105,3919,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls",9.0,9.0,18.0,
III,106,3920,"Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",9.0,9.0,18.0,
III,107,3921,"Other plates, sheets, film, foil and strip, of plastics",9.0,9.0,18.0,
III,107A,3922,"Baths, shower baths, sinks, wash basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware of plastics",9.0,9.0,18.0,
III,108,3923,"Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics (except the items covered in Sl. No. 80AA in Schedule II)",9.0,9.0,18.0,
III,109,3924,"Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics",9.0,9.0,18.0,
III,110,3925,"Builder's wares of plastics, not elsewhere specified",9.0,9.0,18.0,
III,111,3926,"Other articles of plastics and articles of other materials of headings 3901 to 3914 other than bangles of plastic, plastic beads and feeding bottles",9.0,9.0,18.0,
III,112,4002,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip; such as Latex, styrene butadiene rubber, butadiene rubber (BR), Isobutene-isoprene (butyl) rubber (IIR), Ethylene-propylene-Non-conjugated diene rubber (EPDM)",9.0,9.0,18.0,
III,113,4003,"Reclaimed rubber in primary forms or in plates, sheets or strip",9.0,9.0,18.0,
III,114,4004,"powders and granules obtained from waste, parings and scrap of rubber (other than hard rubber)",9.0,9.0,18.0,
III,115,4005,"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip",9.0,9.0,18.0,
III,116,4006,"Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber",9.0,9.0,18.0,
III,117,4007,"Vulcanised rubber thread and cord, other than latex rubber thread",9.0,9.0,18.0,
III,118,4008,"Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber",9.0,9.0,18.0,
III,119,4009,"Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges)",9.0,9.0,18.0,
III,120,4010,"Conveyor or transmission belts or belting, of vulcanised rubber",9.0,9.0,18.0,
III,121,4011,Rear Tractor tyres and rear tractor tyre tubes,9.0,9.0,18.0,
III,121A,4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber",9.0,9.0,18.0,
III,121B,4013,"Inner tubes of rubber [other than of a kind used on/in bicycles, cycle-rickshaws and three wheeled powered cycle rickshaws; and Rear Tractor tyre tubes]",9.0,9.0,18.0,
III,122,4014,"Hygienic or pharmaceutical articles (including teats), of vulcanised rubber other than hard rubber, with or without fittings of hard rubber; such as Hot water bottles, Ice bags [other than Sheath contraceptives, Rubber contraceptives, male (condoms), Rubber contraceptives, female (diaphragms), such as cervical caps]",9.0,9.0,18.0,
III,123,4015,"Articles of apparel and clothing accessories (including gloves, mittens and mitts), for all purposes, of vulcanised rubber other than hard rubber [other than Surgical gloves]",9.0,9.0,18.0,
III,123A,4016,"Other articles of vulcanised rubber other than hard rubber [other than erasers, rubber bands]",9.0,9.0,18.0,
III,123B,4017,"Hard rubber (for example ebonite) in all forms, other than waste and scrap; articles of hard rubber",9.0,9.0,18.0,
III,123C,4201,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material",9.0,9.0,18.0,
III,124,4202,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; travelling bags, insulated food or beverages bags, toilet bags, rucksacks, handbags, shopping bags, wallets, purses, map-cases, cigarette-cases, tobacco- pouches, tool bags, sports bags, bottle- cases, jewellery boxes, powder-boxes, cutlery cases and similar containers, of leather, of sheeting of plastics, of textile materials, of vulcanised fibre or of paperboard, or wholly or mainly covered with such materials or with paper [other than handbags and shopping bags, of cotton or jute]",9.0,9.0,18.0,
